EnsGeneID	Symbol	PseudoTimePval	DE_Pval	qval	UB	CM	PV
ENSG00000105419	MEIS3	0.024736354	0.000225643	0.26851493	0.00829091	0.122933669	0.036747309
ENSG00000184635	ZNF93	0.00023299	0.308246368	0.277257736	0.208866176	0.194629394	0.069816803
ENSG00000198517	MAFK	0.395966453	0.000233145	0.277443097	0.153022831	0.015925696	0.072201139
ENSG00000122877	EGR2	0.000235851	0.016529564	0.280662259	0.863351121	0.785196717	0.45164271
ENSG00000072310	SREBF1	0.000243836	0.598904038	0.290164663	0.134810333	0.078930602	0.224509371
ENSG00000197951	ZNF71	0.432283309	0.000247981	0.295096932	0.088280652	0.250228481	0.197073345
ENSG00000053254	FOXN3	0.000252151	0.939293029	0.300059223	0.248013233	0.327187307	0.143855793
ENSG00000128652	HOXD3	0.00025481	0.014558461	0.303224155	0.253785014	0.188539048	0.059654009
ENSG00000189120	SP6	0.000260222	0.005244483	0.309664536	0.004232922	0.106507678	0.010314191
ENSG00000165244	ZNF367	0.335826852	0.000265428	0.315859581	0.120898534	0.025135891	0.025045583
ENSG00000140836	ZFHX3	0.7882651	0.000274777	0.32698506	0.739534327	0.402554508	0.437956573
ENSG00000116990	MYCL	0.702413776	0.000278974	0.331979271	0.138943281	0.025305386	0.019294789
ENSG00000166478	ZNF143	0.219647119	0.000295075	0.351139178	0.162934629	0.262792778	0.428809696
ENSG00000181722	ZBTB20	0.000317289	0.462865986	0.377573803	0.355025988	0.410174005	0.382614584
ENSG00000198146	ZNF770	0.000319621	0.90675642	0.38034906	0.669393387	0.687204886	0.574378637
ENSG00000178935	ZNF552	0.148778338	0.000344141	0.409528359	0.231757944	0.081743899	0.079415524
ENSG00000196700	ZNF512B	0.32809803	0.000383491	0.456353959	0.172178323	0.016754054	0.081511086
ENSG00000078246	TULP3	0.10073799	0.000389579	0.463598949	0.172024655	0.402454843	0.274121695
ENSG00000005801	ZNF195	0.000392559	0.225565744	0.467144658	0.352263794	0.518442199	0.309390017
ENSG00000167384	ZNF180	0.425140592	0.000404567	0.48143449	0.034963269	0.11080761	0.124992781
ENSG00000172819	RARG	0.203884998	0.000408982	0.486688842	0.127826178	0.021229635	0.025646258
ENSG00000126351	THRA	0.000410652	0.779177517	0.488675694	0.221627582	0.121136224	0.364240974
ENSG00000115415	STAT1	0.000411138	0.026831548	0.489254384	0.433286705	0.150527175	0.388514647
ENSG00000105516	DBP	0.000415148	0.019205688	0.494025973	0.060777636	0.048865098	0.20909916
ENSG00000134317	GRHL1	0.256489354	0.000457806	0.544789219	0.138031682	0.049005414	0.01487642
ENSG00000007968	E2F2	0.000466706	0.993332523	0.555379602	0.015822077	0.028237307	0.019943719
ENSG00000111049	MYF5	0.000481072	0.017363182	0.572476158	0	0	0.04826609
ENSG00000050344	NFE2L3	0.870732839	0.000487255	0.579833963	0.107159811	0.02057033	0.012712036
ENSG00000159216	RUNX1	0.530957586	0.000490958	0.584239652	0.1099975	0.018135377	0.031702519
ENSG00000157657	ZNF618	0.236772502	0.000516992	0.615220134	0.499158055	0.216920087	0.279351115
ENSG00000076108	BAZ2A	0.000518167	0.047392353	0.616618245	0.402573744	0.458762645	0.626963533
ENSG00000213967	ZNF726	0.000541144	0.206844901	0.64396172	0.180767683	0.200798272	0.042601606
ENSG00000141510	TP53	0.00058044	0.513068245	0.690724107	0.513672329	0.552787638	0.367989295
ENSG00000074047	GLI2	0.000609319	0.027189701	0.725089091	0.01342041	0.08403999	0.024761609
ENSG00000172466	ZNF24	0.000663547	0.014241437	0.789620937	0.726208593	0.742369122	1.192180929
ENSG00000160973	FOXH1	0.000698464	0.415992068	0.831172709	0.010616383	0	0.040759757
ENSG00000146592	CREB5	0.003958288	0.000698594	0.83132723	0.148387748	0.053394332	0.035797305
ENSG00000205250	E2F4	0.00070056	0.31167132	0.833666592	0.466972476	0.660895019	0.390334024
ENSG00000169016	E2F6	0.219323008	0.000721279	0.858322205	0.261661188	0.38140834	0.530187749
ENSG00000123933	MXD4	0.051331664	0.000747014	0.888946835	0.139700485	0.235848539	0.336419795
ENSG00000157613	CREB3L1	0.020348156	0.000753674	0.896871548	0.015453221	0.061389091	0.135573529
ENSG00000196628	TCF4	0.000767804	0.29199977	0.91368726	0.84647524	1.114177685	0.807986708
ENSG00000144485	HES6	0.000773219	0.006254891	0.920130885	0.11898072	0.258383358	0.196920485
ENSG00000168286	THAP11	0.000784258	0.202018601	0.933267164	0.120413899	0.082217743	0.23941863
ENSG00000170448	NFXL1	0.066402006	0.000799804	0.951767321	0.280637937	0.134735507	0.095957952
ENSG00000128713	HOXD11	0.000805866	0.06507086	0.9589803	0.251354749	0.463216804	0.214141938
ENSG00000189079	ARID2	0.002044246	0.000815557	0.970512583	0.2209174	0.477208069	0.311455579
ENSG00000101126	ADNP	0.030632958	0.886106934	1	0.603825787	0.716955331	0.520636614
ENSG00000101544	ADNP2	0.086243475	0.015327325	1	0.164851333	0.060115863	0.086547563
ENSG00000139154	AEBP2	0.261809287	0.833629279	1	0.308093263	0.236628023	0.366098796
ENSG00000172493	AFF1	0.294750275	0.012984896	1	0.185841694	0.058120707	0.113142408
ENSG00000155966	AFF2	0.139740987	0.057158523	1	0.002562466	0.020288903	0.018179238
ENSG00000072364	AFF4	0.036353374	0.040870187	1	0.81049067	0.498326895	0.70801535
ENSG00000180318	ALX1	0.042466332	0.238085818	1	0.057135283	0.042993633	0.012907568
ENSG00000169083	AR	0.562658154	0.100292301	1	0	0.013581986	0.006918057
ENSG00000117713	ARID1A	0.504542936	0.844229122	1	0.567872433	0.536489003	0.584996816
ENSG00000049618	ARID1B	0.600441783	0.439817997	1	0.348099114	0.287685178	0.306408542
ENSG00000179361	ARID3B	0.066192687	0.001647706	1	0.19774706	0.296868383	0.42482451
ENSG00000032219	ARID4A	0.055229615	0.143990027	1	0.428257937	0.478575259	0.547070782
ENSG00000054267	ARID4B	0.101245389	0.087720285	1	1.135930564	1.303484555	1.356668185
ENSG00000196843	ARID5A	0.231910931	0.294159507	1	0.126090565	0.042309914	0.125831015
ENSG00000143437	ARNT	0.377134122	0.144802655	1	0.122385763	0.142733266	0.204173805
ENSG00000172379	ARNT2	0.546304427	0.044032314	1	0.201331678	0.11841242	0.100719941
ENSG00000133794	ARNTL	0.003747248	0.108011443	1	0.009485134	0.013932243	0.075179482
ENSG00000029153	ARNTL2	0.00284945	0.32775741	1	0.072992892	0.037526347	0.022340517
ENSG00000123268	ATF1	0.202817826	0.031002405	1	0.339674537	0.391699293	0.526549167
ENSG00000115966	ATF2	0.592396765	0.601893429	1	0.24701082	0.240935209	0.272787167
ENSG00000128272	ATF4	0.135897188	0.586401074	1	1.788708795	1.57877243	1.860441636
ENSG00000169136	ATF5	0.784492966	0.439195373	1	0.197433135	0.167950244	0.145017007
ENSG00000118217	ATF6	0.200711791	0.099743136	1	0.530148415	0.59420532	0.667306106
ENSG00000170653	ATF7	0.559191122	0.593196872	1	0.164605221	0.15573771	0.23318215
ENSG00000179774	ATOH7	0.140325576	0.001803926	1	0	0.019777588	0.068689469
ENSG00000168874	ATOH8	0.838967639	0.345096479	1	0.034005951	0.050781269	0.061612254
ENSG00000112182	BACH2	0.068605592	0.171313108	1	0.041975691	0.090611925	0.07038114
ENSG00000043039	BARX2	0.163276744	0.391898267	1	0.008008724	0.007840377	0.006169656
ENSG00000168062	BATF2	0.092773002	0.920465619	1	0.007850361	0.0182416	0.003392151
ENSG00000123685	BATF3	0.796262974	0.115767815	1	0	0.00213721	0.016149018
ENSG00000127152	BCL11B	0.255813217	0.023183574	1	0.060386131	0.032607239	0.009191621
ENSG00000161940	BCL6B	0.016625543	0.930761573	1	0.01194874	0	0.025209949
ENSG00000029363	BCLAF1	0.01029665	0.018890953	1	1.684115258	2.08808844	1.96782673
ENSG00000117475	BLZF1	0.681097911	0.617621554	1	0.28820315	0.22532569	0.254039713
ENSG00000169594	BNC1	0.243977297	0.297187393	1	0	0.001663203	0.014249635
ENSG00000064489	BORCS8-MEF2B	0.380648909	0.089672394	1	0.0028377	0.019255917	0.006995719
ENSG00000108509	CAMTA2	0.9917999	0.579213142	1	0.038864442	0.030961053	0.037168053
ENSG00000103326	CAPN15	0.209293849	0.139657196	1	0.029099198	0.050859583	0.094657753
ENSG00000138380	CARF	0.002025473	0.636776232	1	0.163777785	0.060728696	0.242339608
ENSG00000153048	CARHSP1	0.010316441	0.440753577	1	1.161944593	1.164303039	1.300915886
ENSG00000067955	CBFB	0.522644469	0.022013348	1	0.27877841	0.314237962	0.489221209
ENSG00000096401	CDC5L	0.048295018	0.95672038	1	1.102668605	1.181117082	1.03742781
ENSG00000089486	CDIP1	0.339938351	0.000902869	1	0.072963004	0.21733971	0.177542801
ENSG00000115816	CEBPZ	0.01776249	0.427213929	1	0.738654939	0.915009462	0.700626506
ENSG00000139624	CERS5	0.059811807	0.359370551	1	0.568686241	0.591971808	0.691015671
ENSG00000172292	CERS6	0.03484603	0.02068492	1	0.185405985	0.187997373	0.357465368
ENSG00000079432	CIC	0.022475515	0.219825817	1	0.120901006	0.115685949	0.223439494
ENSG00000148337	CIZ1	0.115461263	0.005761252	1	0.33583876	0.462040181	0.571908251
ENSG00000134852	CLOCK	0.064948312	0.132280812	1	0.188757051	0.199365655	0.287951723
ENSG00000118260	CREB1	0.044057362	0.415195352	1	0.613354776	0.721787932	0.609426425
ENSG00000107175	CREB3	0.785634125	0.057851659	1	0.253768549	0.328695499	0.408786523
ENSG00000143578	CREB3L4	0.001733294	0.439394807	1	0.319254195	0.338184878	0.174670136
ENSG00000111269	CREBL2	0.749312834	0.86206322	1	0.101134281	0.087846059	0.119970345
ENSG00000137504	CREBZF	0.065949245	0.022893916	1	0.309094815	0.488686674	0.368146196
ENSG00000095794	CREM	0.123099322	0.418601271	1	0.590096824	0.545831374	0.749825336
ENSG00000105392	CRX	0.820150916	0.310229666	1	0.017473275	0.03270716	0.034675546
ENSG00000009307	CSDE1	0.064857924	0.004015926	1	3.023354114	3.759538126	3.475379003
ENSG00000102974	CTCF	0.002465438	0.785106973	1	0.386354006	0.249134298	0.43966531
ENSG00000124092	CTCFL	0.156561626	0.213669655	1	0.003423116	0.025226033	0.014505514
ENSG00000111249	CUX2	0.11486138	0.033777312	1	0.002665395	0.009514541	0.020230269
ENSG00000064218	DMRT3	0.698467805	0.253550243	1	0.014344374	0.020120051	0.027703253
ENSG00000135164	DMTF1	0.567104646	0.04108873	1	0.366176274	0.260153297	0.226665316
ENSG00000105821	DNAJC2	0.257744016	0.52193565	1	0.758832087	0.784149118	0.630995926
ENSG00000133884	DPF2	0.262854355	0.037063067	1	0.720865878	0.825352076	0.915373212
ENSG00000101412	E2F1	0.284290439	0.015581211	1	0.076401952	0.013626688	0.029496139
ENSG00000133740	E2F5	0.705506242	0.311910109	1	0.161069979	0.128736045	0.127423204
ENSG00000165891	E2F7	0.130913484	0.170271936	1	0.016342547	0.039358782	0.022626137
ENSG00000129173	E2F8	0.013570456	0.03233222	1	0.002191513	0.030639884	0.00595163
ENSG00000167967	E4F1	0.36339053	0.643269271	1	0.228326115	0.175032734	0.196920991
ENSG00000164330	EBF1	0.01215196	0.356193276	1	0.020981841	0.052881144	0.014293857
ENSG00000088881	EBF4	0.257261799	0.001312221	1	0.000911844	0.063429748	0.03483932
ENSG00000179388	EGR3	0.148116143	0.047618189	1	0.14510204	0.04357821	0.105687515
ENSG00000109381	ELF2	0.001041521	0.00102683	1	0.336063966	0.418082236	0.707294576
ENSG00000102034	ELF4	0.01729065	0.786523434	1	0.031321782	0.003314914	0.055220126
ENSG00000126767	ELK1	0.051910986	0.014759871	1	0.136149302	0.258744722	0.203631404
ENSG00000158711	ELK4	0.140752412	0.365810823	1	0.33053146	0.299025563	0.238106993
ENSG00000116016	EPAS1	0.090715088	0.21024624	1	0.070046021	0.015878403	0.046797241
ENSG00000105722	ERF	0.076722807	0.912324032	1	0.323421652	0.219298157	0.377331974
ENSG00000157554	ERG	0.133742734	0.146998884	1	0.000582513	0.001960077	0.018764196
ENSG00000140009	ESR2	0.105810186	0.373108215	1	0.025954794	0.019045585	0.004519049
ENSG00000173153	ESRRA	0.758340728	0.904543692	1	0.099840461	0.088084495	0.105565812
ENSG00000134954	ETS1	0.467321936	0.326291089	1	0.058041879	0.037473914	0.03119163
ENSG00000105672	ETV2	0.665562684	0.030531302	1	0.047699151	0.095001511	0.100096792
ENSG00000117036	ETV3	0.047901083	0.278123336	1	0.178090839	0.094670932	0.155557043
ENSG00000139083	ETV6	0.005995098	0.006766487	1	0.296090101	0.124488023	0.171472255
ENSG00000179943	FIZ1	0.53307012	0.401745769	1	0.078662254	0.056392846	0.044878332
ENSG00000151702	FLI1	0.823333427	0.216151373	1	0.011425432	0.025124022	0.035783156
ENSG00000171956	FOXB1	0.919468159	0.120217324	1	0	0.007505925	0.009819689
ENSG00000186766	FOXI2	0.052230987	0.062913475	1	0	0.034642597	0
ENSG00000065970	FOXJ2	0.663548948	0.010793227	1	0.024980792	0.088860065	0.075962228
ENSG00000198815	FOXJ3	0.236552126	0.045917318	1	0.101521967	0.133657613	0.248811232
ENSG00000164916	FOXK1	0.129749941	0.411825919	1	0.243292018	0.30908598	0.29735218
ENSG00000141568	FOXK2	0.557262634	0.690312387	1	0.115477482	0.085758581	0.099859844
ENSG00000176678	FOXL1	0.000904378	0.013015298	1	0.00411225	0.004341579	0.096879873
ENSG00000111206	FOXM1	0.336605765	0.674660733	1	0.101027543	0.106018947	0.066737795
ENSG00000109101	FOXN1	0.086254526	0.181193372	1	0	0.012647521	0.003138256
ENSG00000170802	FOXN2	0.466085064	0.011149931	1	0.056737588	0.099854336	0.153307749
ENSG00000150907	FOXO1	0.590694277	0.415015071	1	0.067038345	0.030386982	0.054272901
ENSG00000184481	FOXO4	0.028449422	0.16647362	1	0.091952939	0.026476827	0.087008985
ENSG00000204060	FOXO6	0.18245501	0.459975945	1	0	0.005369292	0.0003672
ENSG00000114861	FOXP1	0.002940094	0.004863911	1	0.915899973	1.05175384	1.362514803
ENSG00000179772	FOXS1	0.153538056	0.906563141	1	0.021044125	0.033691863	0.012297924
ENSG00000154727	GABPA	0.206680094	0.504478288	1	0.202472621	0.115643043	0.233919359
ENSG00000104064	GABPB1	0.549765479	0.036019893	1	0.865271111	1.092283926	1.002275462
ENSG00000130700	GATA5	0.026796988	0.03214847	1	0	0.025256063	0.025059924
ENSG00000167491	GATAD2A	0.59186068	0.06104665	1	0.256243226	0.166729316	0.181678923
ENSG00000143614	GATAD2B	0.996204032	0.003330905	1	0.212273096	0.379167947	0.35753965
ENSG00000168505	GBX2	0.002883806	0.011042162	1	0	0.050434463	0.003395902
ENSG00000005436	GCFC2	0.404882301	0.751640851	1	0.279757888	0.255826061	0.232480994
ENSG00000111087	GLI1	0.890912746	0.0571793	1	0.014597271	0.047576379	0.059533085
ENSG00000106571	GLI3	0.001859054	0.117271899	1	0.075283701	0.13687693	0.049177697
ENSG00000126603	GLIS2	0.792301273	0.002414459	1	0.199235229	0.068871132	0.076917362
ENSG00000162419	GMEB1	0.382879367	0.893747114	1	0.328130196	0.344703327	0.29491123
ENSG00000101216	GMEB2	0.638936934	0.004063985	1	0.129600438	0.028975799	0.062175847
ENSG00000116580	GON4L	0.518186086	0.25595202	1	0.47786552	0.395233659	0.348112016
ENSG00000263001	GTF2I	0.043492565	0.117834901	1	2.400193641	2.112064282	2.120261277
ENSG00000196275	GTF2IRD2	0.002698678	0.035276579	1	0.361204618	0.122841481	0.318085864
ENSG00000122034	GTF3A	0.21334407	0.804437328	1	0.775268116	0.82670774	0.725831094
ENSG00000125812	GZF1	0.194640656	0.83767356	1	0.077952657	0.084211365	0.081492957
ENSG00000165259	HDX	0.068757878	0.488056323	1	0.051972966	0.06031185	0.080560511
ENSG00000069812	HES2	0.081026958	0.894341221	1	0.03336553	0.0483085	0.022327271
ENSG00000163666	HESX1	0.840748802	0.201217562	1	0.059330479	0.022683358	0.028934746
ENSG00000135547	HEY2	0.014289788	0.155093531	1	0.039607441	0	0.023603884
ENSG00000177374	HIC1	0.62095289	0.575497566	1	0.03473233	0.049880735	0.037361157
ENSG00000169635	HIC2	0.278383362	0.933684029	1	0.136921328	0.165043757	0.086061278
ENSG00000172273	HINFP	0.394455654	0.81599125	1	0.262541098	0.26578105	0.234671919
ENSG00000095951	HIVEP1	0.769224323	0.206664285	1	0.099673878	0.123222378	0.143886127
ENSG00000010818	HIVEP2	0.227131352	0.638644574	1	0.035881987	0.02179694	0.040415917
ENSG00000127124	HIVEP3	0.445112317	0.132229899	1	0.017781487	0.029472038	0.04305396
ENSG00000181666	HKR1	0.578023818	0.733942426	1	0.245368357	0.275737304	0.26270941
ENSG00000136630	HLX	0.184240512	0.062395052	1	0.000582513	0.017486566	0.011850524
ENSG00000147421	HMBOX1	0.831640005	0.874973619	1	0.40433479	0.373122774	0.432429021
ENSG00000140382	HMG20A	0.157689097	0.001661334	1	0.193138403	0.378555003	0.292987203
ENSG00000064961	HMG20B	0.0554977	0.593925635	1	1.023646704	1.247327615	0.955895263
ENSG00000113716	HMGXB3	0.001242764	0.105622599	1	0.157188816	0.297749304	0.153059714
ENSG00000100281	HMGXB4	0.021470235	0.473425831	1	0.670839301	0.787872388	0.615335151
ENSG00000135100	HNF1A	0.721876513	0.835695001	1	0.022140769	0.016194967	0.01483543
ENSG00000101076	HNF4A	0.170753392	0.917451316	1	0.014014866	0.012428206	0.006153238
ENSG00000215271	HOMEZ	0.458886733	0.980489696	1	0.174530175	0.13840263	0.185935605
ENSG00000105991	HOXA1	0.404701757	0.025175617	1	0.018143341	0.076005578	0.045674499
ENSG00000005073	HOXA11	0.640944064	0.262464825	1	0.095677042	0.166980392	0.106116956
ENSG00000105996	HOXA2	0.807715543	0.191504706	1	0.007019254	0.030660403	0.019203067
ENSG00000197576	HOXA4	0.374281439	0.028157335	1	0.041070906	0.111487236	0.084950657
ENSG00000106006	HOXA6	0.010417254	0.020709711	1	0.056760277	0.196977378	0.072893808
ENSG00000120094	HOXB1	0.012205027	0.542303218	1	0.004232638	0.023531743	0
ENSG00000128710	HOXD10	0.003365366	0.152620731	1	0.525712961	0.529371151	0.294014075
ENSG00000170166	HOXD4	0.026923019	0.003837011	1	0.19556673	0.118873316	0.041474398
ENSG00000185122	HSF1	0.267053333	0.481317851	1	0.726480042	0.726344663	0.842959669
ENSG00000025156	HSF2	0.240853346	0.001309012	1	0.238435659	0.46348602	0.382378549
ENSG00000161405	IKZF3	0.338440987	0.739205808	1	0.02181245	0.017386474	0.040940476
ENSG00000123411	IKZF4	0.001481836	0.45092586	1	0.120220763	0.23684626	0.071561138
ENSG00000095574	IKZF5	0.171225458	0.376400692	1	0.09725524	0.0375619	0.082121037
ENSG00000126456	IRF3	0.015191673	0.120144427	1	0.416916609	0.405997247	0.232986709
ENSG00000185507	IRF7	0.53707597	0.342473303	1	0.126990601	0.158586418	0.151191883
ENSG00000213928	IRF9	0.339676471	0.693965817	1	0.061765893	0.067295412	0.092346364
ENSG00000140044	JDP2	0.738534321	0.393378753	1	0.015256666	0.023577585	0.042107393
ENSG00000136504	KAT7	0.56210155	0.899233698	1	0.347309472	0.381113941	0.288605807
ENSG00000073614	KDM5A	0.523258633	0.107930844	1	0.803493022	0.575911674	0.714639346
ENSG00000117139	KDM5B	0.049867721	0.077833013	1	0.911714094	0.849143371	0.628652126
ENSG00000126012	KDM5C	0.372953838	0.301567669	1	0.282699084	0.171099706	0.265509683
ENSG00000012817	KDM5D	0.307240713	0.667786007	1	0.116959805	0.09398827	0.120286715
ENSG00000172059	KLF11	0.110667632	0.014192634	1	0.156800894	0.039462799	0.102016965
ENSG00000118922	KLF12	0.001757314	0.023028243	1	0.100422398	0.255915655	0.105440328
ENSG00000169926	KLF13	0.543779618	0.775694794	1	0.202067349	0.133609191	0.248916831
ENSG00000163884	KLF15	0.147129366	0.754417286	1	0.010210457	0.003116968	0.018851202
ENSG00000129911	KLF16	0.133651629	0.984622833	1	0.031331961	0.016587927	0.051704054
ENSG00000102349	KLF8	0.685475443	0.292816188	1	0.036629672	0.023569311	0.021377542
ENSG00000119138	KLF9	0.507291461	0.219317599	1	0.031195035	0.00722364	0.022997795
ENSG00000185513	L3MBTL1	0.447664349	0.647527342	1	0.083171584	0.08434494	0.084098761
ENSG00000154655	L3MBTL4	0.00134181	0.502316464	1	0.066337144	0.014344309	0.084229093
ENSG00000138136	LBX1	0.063013552	0.530591687	1	0.003706731	0	0.023479523
ENSG00000196233	LCOR	0.894335995	0.960234825	1	0.317401846	0.268928047	0.326514155
ENSG00000178177	LCORL	0.450388299	0.761775738	1	0.294223415	0.2553373	0.31662929
ENSG00000187772	LIN28B	0.581774428	0.194715381	1	0.06061205	0.028088446	0.031280405
ENSG00000099949	LZTR1	0.392513603	0.088912091	1	0.065720617	0.099003126	0.115662441
ENSG00000178573	MAF	0.324965552	0.011202829	1	0.090642616	0.190319438	0.199631505
ENSG00000182759	MAFA	0.495275693	0.213158987	1	0	0.002225373	0.012997439
ENSG00000125952	MAX	0.418416251	0.168258478	1	0.361557058	0.453225598	0.395456273
ENSG00000141644	MBD1	0.175041474	0.767446798	1	0.280111732	0.289062002	0.26446664
ENSG00000134046	MBD2	0.135802974	0.142458423	1	0.051037778	0.043312043	0.112833433
ENSG00000071655	MBD3	0.874106575	0.834551385	1	0.200900472	0.156288209	0.181618062
ENSG00000129071	MBD4	0.999750821	0.035524918	1	0.282770696	0.39523761	0.396904709
ENSG00000169057	MECP2	0.151902221	0.708252919	1	0.408567594	0.455492357	0.440374222
ENSG00000068305	MEF2A	0.014566677	0.285027919	1	0.50139207	0.301836343	0.520703148
ENSG00000081189	MEF2C	0.012808461	0.174628308	1	0.091151868	0.075553592	0.196781023
ENSG00000116604	MEF2D	0.267252274	0.903745713	1	0.061487849	0.043140538	0.100713623
ENSG00000106511	MEOX2	0.393954444	0.015781229	1	0	0.026839249	0.023334954
ENSG00000166823	MESP1	0.003156496	0.001516431	1	0.009956535	0.101086908	0.018297353
ENSG00000174197	MGA	0.565410263	0.260688272	1	0.367488073	0.44997772	0.438408761
ENSG00000198160	MIER1	0.122046828	0.660776634	1	0.420726142	0.371941822	0.509532733
ENSG00000155545	MIER3	0.582854659	0.599618965	1	0.080967046	0.058760966	0.076981833
ENSG00000130382	MLLT1	0.971868683	0.064538697	1	0.390273646	0.243102577	0.249266356
ENSG00000078403	MLLT10	0.881095771	0.00243707	1	0.288103528	0.432908653	0.502351741
ENSG00000108788	MLX	0.367898409	0.045748405	1	0.344029228	0.407994014	0.5054239
ENSG00000009950	MLXIPL	0.597704716	0.296372184	1	0.061471734	0.092417994	0.078627512
ENSG00000070444	MNT	0.679935476	0.825101582	1	0.149995055	0.105618228	0.207365001
ENSG00000163132	MSX1	0.529387504	0.03673527	1	0.000582513	0.014748072	0.023438763
ENSG00000120149	MSX2	0.246663642	0.129491227	1	0.024550174	0.011645438	0.004048196
ENSG00000149480	MTA2	0.600380546	0.390768739	1	0.175902754	0.186604454	0.20100581
ENSG00000188786	MTF1	0.900019079	0.784203394	1	0.11694378	0.100371084	0.096902134
ENSG00000059728	MXD1	0.198581493	0.670994323	1	0.139463215	0.095418396	0.137120153
ENSG00000213347	MXD3	0.092442556	0.156439444	1	0.080284069	0.146105393	0.08085774
ENSG00000119950	MXI1	0.151680499	0.594294876	1	0.159106043	0.158486674	0.11725492
ENSG00000118513	MYB	0.001352884	0.811701456	1	0.021025052	0.023000821	0.002924348
ENSG00000185697	MYBL1	0.128617838	0.451668492	1	0.002732883	0.004947372	0.006066902
ENSG00000101057	MYBL2	0.635979128	0.675809622	1	0.068852943	0.066666839	0.049682881
ENSG00000134323	MYCN	0.2824439	0.106502563	1	0.065269311	0.08758193	0.144594516
ENSG00000104177	MYEF2	0.976643834	0.312503923	1	0.502244137	0.401277048	0.394865643
ENSG00000085274	MYNN	0.366053932	0.609013041	1	0.192680549	0.180346282	0.126300607
ENSG00000124920	MYRF	0.033519034	0.028651888	1	0.049154662	0.019000991	0.001218149
ENSG00000162601	MYSM1	0.264039439	0.411777736	1	0.184635173	0.126696779	0.169890431
ENSG00000196132	MYT1	0.033341547	0.146998736	1	0	0	0.020820669
ENSG00000186487	MYT1L	0.584777495	0.385993511	1	0.023444165	0.014309586	0.014392163
ENSG00000099326	MZF1	0.077443878	0.227948324	1	0.294992636	0.282642995	0.391171685
ENSG00000141027	NCOR1	0.00810452	0.395234089	1	1.927898311	1.849452127	1.699533223
ENSG00000196498	NCOR2	0.040970914	0.026951347	1	0.270508815	0.102045812	0.19263424
ENSG00000171532	NEUROD2	0.090003029	0.089672394	1	0	0.002828791	0.020621888
ENSG00000131196	NFATC1	0.026664118	0.970987511	1	0.048899136	0.011193495	0.073358938
ENSG00000100968	NFATC4	0.53388619	0.001374906	1	0.091259934	0.211607691	0.237650837
ENSG00000123405	NFE2	0.03923034	0.350728168	1	0.02419682	0.017331437	0.001845389
ENSG00000162599	NFIA	0.649233289	0.003559231	1	0.171216918	0.041232688	0.06561098
ENSG00000165030	NFIL3	0.50517865	0.89061246	1	0.047070537	0.041574626	0.074984359
ENSG00000008441	NFIX	0.140579658	0.703963033	1	0.021468021	0.006252592	0.046124304
ENSG00000109320	NFKB1	0.095195077	0.028006742	1	0.165290144	0.023583031	0.139845026
ENSG00000077150	NFKB2	0.006663686	0.024801617	1	0.188402381	0.042213244	0.148458956
ENSG00000170322	NFRKB	0.579703632	0.762076723	1	0.30793938	0.280800673	0.258945392
ENSG00000086102	NFX1	0.673980774	0.413960137	1	0.144513295	0.160732253	0.172784244
ENSG00000001167	NFYA	0.194961996	0.864423414	1	0.099264478	0.094148546	0.063388177
ENSG00000120837	NFYB	0.019940821	0.320257941	1	0.477029655	0.615269726	0.437345787
ENSG00000066136	NFYC	0.001856763	0.046041076	1	0.660443088	0.664253516	0.96203721
ENSG00000186416	NKRF	0.13844642	0.885810061	1	0.09307356	0.09264291	0.048876996
ENSG00000167034	NKX3-1	0.888488292	0.769559859	1	0.007910183	0.004213752	0.013624288
ENSG00000011052	NME1-NME2	0.672767155	0.929419087	1	0.018870719	0.013370783	0.014352306
ENSG00000151014	NOCT	0.096555139	0.931305766	1	0.009492546	0.005961578	0.016744704
ENSG00000130751	NPAS1	0.463178459	0.321793747	1	0.01798451	0.039491067	0.020233727
ENSG00000170485	NPAS2	0.416908253	0.260555378	1	0.027813784	0.009177051	0.002924348
ENSG00000126368	NR1D1	0.117612184	0.070108979	1	0.009094399	0.018928808	0.069295912
ENSG00000174738	NR1D2	0.391395927	0.571126941	1	0.179288028	0.136007799	0.154179787
ENSG00000131408	NR1H2	0.225303408	0.167473213	1	0.317639997	0.280605223	0.437975057
ENSG00000025434	NR1H3	0.215195642	0.727303231	1	0.07481006	0.084317944	0.076245313
ENSG00000012504	NR1H4	0.247313764	0.299477466	1	0.002732883	0.007920077	0.001362663
ENSG00000144852	NR1I2	0.313204201	0.224766878	1	0	0.008754256	0.004652358
ENSG00000120798	NR2C1	0.753912148	0.368283603	1	0.279982783	0.263621686	0.328808939
ENSG00000177463	NR2C2	0.020147984	0.186861575	1	0.082653168	0.119318299	0.159594378
ENSG00000160113	NR2F6	0.450145314	0.068525813	1	0.329142213	0.190844043	0.224340729
ENSG00000151623	NR3C2	0.180979465	0.028163928	1	0.05583093	0.021307454	0.002190949
ENSG00000148200	NR6A1	0.295628296	0.001744391	1	0.140692654	0.038491509	0.036351859
ENSG00000106459	NRF1	0.30970448	0.299166631	1	0.072728636	0.131783803	0.067626864
ENSG00000129535	NRL	0.227117463	0.001236325	1	0.058329018	0.001764246	0.012504839
ENSG00000159086	PAXBP1	0.057472795	0.335583118	1	0.179301511	0.159981442	0.089640115
